machine_id,temperature,vibration,timestamp,factory_id
5,299.8,1237,407,2
5,299.1,1422,408,2
5,298.6,1428,409,2
5,299,1607,410,2
5,299.9,1335,411,2
5,300.1,1559,412,2
5,299.3,1343,413,2
5,299.4,1655,414,2
5,300.4,1474,415,2
5,300.3,1406,416,2
5,300.2,1359,417,2
5,300.9,1404,418,2
5,300.9,1136,419,2
5,300.7,1454,420,2
5,302.1,1394,421,2
5,301,1335,422,2
5,302,1585,423,2
5,301.6,1463,424,2
5,301.6,1285,425,2
5,302.4,1244,426,2
5,302.1,1397,427,2
5,301.6,1339,428,2
5,303.2,1354,429,2
5,302.4,1373,430,2
5,303,1386,431,2
5,302.4,1513,432,2
5,302.5,1561,433,2
5,302.9,1471,434,2
5,302.6,1408,435,2
5,303.9,1350,436,2
5,303.6,1465,437,2
5,304,1277,438,2
5,303.4,1472,439,2
5,304.8,1454,440,2
5,304.1,1432,441,2
5,305.1,1394,442,2
5,304,1209,443,2
5,304.5,1220,444,2
5,305.4,1408,445,2
5,305,1402,446,2
5,305.3,1386,447,2
5,305,1510,448,2
5,305.9,1503,449,2
5,305.3,1526,450,2
5,306.1,1518,451,2
5,306.3,1424,452,2
5,305.9,1291,453,2
5,305.6,1313,454,2
5,306.5,1329,455,2
5,305.7,1555,456,2
5,306.8,1603,457,2
5,306.9,1221,458,2
5,306.7,1311,459,2
5,306.7,1274,460,2
5,306.9,1263,461,2
5,307.5,1482,462,2
5,307.9,1301,463,2
5,308,1219,464,2
5,308.4,1504,465,2
5,307.7,1295,466,2
5,308.9,1391,467,2
5,308.4,1442,468,2
5,307.7,1338,469,2
5,309.1,1296,470,2
5,308.9,1148,471,2
5,308.1,1617,472,2
5,309.2,1225,473,2
5,308.6,1419,474,2
5,309.5,1182,475,2
5,308.4,1269,476,2
5,309.8,1511,477,2
5,309.6,1451,478,2
5,310.1,1322,479,2
5,309.8,1398,480,2
5,311.3,1318,481,2
5,309.8,1380,482,2
5,309.9,1374,483,2
5,311.6,1344,484,2
5,310,1430,485,2
5,312,1470,486,2
5,310.6,1558,487,2
5,311,1153,488,2
5,311.5,1274,489,2
5,311.2,1428,490,2
5,312,1237,491,2
5,312.7,1600,492,2
5,311.6,1348,493,2
5,312,1385,494,2
5,312.7,1465,495,2
5,312,1178,496,2
5,313.5,1413,497,2
5,312.9,1334,498,2
5,313.1,1365,499,2
5,313.6,1494,500,2
6,297.9,1443,501,2
6,298.7,1385,502,2
6,298.7,1328,503,2
6,298.4,1402,504,2
6,298.6,1360,505,2
6,298,1237,506,2
6,299.3,1376,507,2
6,299.7,1676,508,2
6,300.5,1421,509,2
6,299.2,1257,510,2
6,300.8,1297,511,2
6,300.2,1365,512,2
6,300,1535,513,2
6,300,1478,514,2
6,300.8,1330,515,2
6,300,1387,516,2
6,300.4,1331,517,2
6,301.2,1428,518,2
6,300.3,1366,519,2
6,301.3,1418,520,2
6,301.4,1234,521,2
6,301.2,1375,522,2
6,301.3,1276,523,2
6,301.8,1507,524,2
6,302.4,1425,525,2
6,302,1252,526,2
6,301.6,1393,527,2
6,302.5,1494,528,2
6,302.5,1232,529,2
6,302.9,1160,530,2
6,303,1260,531,2
6,303.2,1447,532,2
6,302.9,1374,533,2
6,303.6,1481,534,2
6,303.3,1436,535,2
6,302.7,1289,536,2
6,304.5,1278,537,2
6,303.9,1465,538,2
6,304.8,1313,539,2
6,303.7,1518,540,2
6,303.6,1377,541,2
6,305.1,1511,542,2
6,304.6,1441,543,2
6,304.6,1406,544,2
6,304.3,1252,545,2
6,304.6,1390,546,2
6,305.1,1395,547,2
6,304.7,1478,548,2
6,305.5,1346,549,2
6,305.2,1365,550,2
6,306.2,1397,551,2
6,305,1576,552,2
6,306.3,1323,553,2
6,306.4,1456,554,2
6,305.8,1270,555,2
6,306.3,1315,556,2
6,306.8,1646,557,2
6,306.2,1440,558,2
6,306.5,1575,559,2
6,307,1366,560,2
6,307.6,1158,561,2
6,307.7,1460,562,2
6,306.8,1259,563,2
6,306.7,1457,564,2
6,307.3,1493,565,2
6,308.2,1441,566,2
6,308.3,1459,567,2
6,309.3,1424,568,2
6,309,1414,569,2
6,308.3,1340,570,2
6,309.3,1367,571,2
6,308.4,1475,572,2
6,308.4,1456,573,2
6,308.9,1411,574,2
6,309.1,1496,575,2
6,308.8,1385,576,2
6,310.3,1429,577,2
6,309.3,1373,578,2
6,309.7,1314,579,2
6,311.2,1391,580,2
6,310.1,1157,581,2
6,310.6,1344,582,2
6,311.2,1401,583,2
6,310.3,1309,584,2
6,310,1448,585,2
6,311.6,1406,586,2
6,311.3,1429,587,2
6,310.6,1312,588,2
6,312.3,1389,589,2
6,310.7,1214,590,2
6,311.2,1426,591,2
6,311.7,1287,592,2
6,311.8,1546,593,2
6,312.1,1349,594,2
6,312.3,1523,595,2
6,312.5,1363,596,2
6,312.8,1272,597,2
6,312.7,1321,598,2
6,313.1,1416,599,2
6,313.1,1532,600,2
7,298.5,1387,601,2
7,298.1,1481,602,2
7,298.8,1438,603,2
7,298.4,1320,604,2
7,298,1335,605,2
7,299.5,1345,606,2
7,299,1439,607,2
7,299,1166,608,2
7,298.6,1325,609,2
7,299,1451,610,2
7,299.5,1431,611,2
7,298.5,1305,612,2
7,299.9,1408,613,2
7,300.5,1435,614,2
7,300.2,1339,615,2
7,300.4,1339,616,2
7,299.8,1478,617,2
7,301.2,1367,618,2
7,300,1365,619,2
7,301.4,1339,620,2
7,300.7,1516,621,2
7,301.7,1506,622,2
7,302.4,1358,623,2
7,301.5,1383,624,2
7,301.6,1463,625,2
7,301.6,1397,626,2
7,301.7,1421,627,2
7,302.8,1464,628,2
7,302.5,1401,629,2
7,303.6,1510,630,2
7,301.7,1326,631,2
7,302.6,1462,632,2
7,302.6,1489,633,2
7,302.6,1480,634,2
7,303,1256,635,2
7,303.4,1213,636,2
7,304.3,1500,637,2
7,304.2,1271,638,2
7,304.2,1419,639,2
7,303.9,1131,640,2
7,304.9,1190,641,2
7,304.8,1467,642,2
7,304.3,1426,643,2
7,304.5,1312,644,2
7,304.5,1322,645,2
7,304.9,1302,646,2
7,305.2,1422,647,2
7,305.8,1460,648,2
7,306.3,1518,649,2
7,305.7,1280,650,2
7,306.1,1414,651,2
7,305.7,1302,652,2
7,306.3,1405,653,2
7,305.5,1306,654,2
7,307.1,1250,655,2
7,305.9,1283,656,2
7,306,1332,657,2
7,306.9,1491,658,2
7,307.9,1421,659,2
7,306,1346,660,2
7,307.6,1353,661,2
7,307.5,1362,662,2
7,307.9,1342,663,2
7,307.4,1547,664,2
7,308.3,1341,665,2
7,307.5,1341,666,2
7,307.9,1289,667,2
7,308.4,1446,668,2
7,308.4,1369,669,2
7,307.3,1291,670,2
7,307.8,1322,671,2
7,308.5,1349,672,2
7,308.9,1171,673,2
7,310.1,1440,674,2
7,308.9,1319,675,2
7,308.7,1483,676,2
7,308.9,1581,677,2
7,309.4,1519,678,2
7,309.6,1347,679,2
7,310.6,1355,680,2
7,309.4,1486,681,2
7,309.8,1311,682,2
7,310.8,1327,683,2
7,310.9,1499,684,2
7,311,1307,685,2
7,310.2,1411,686,2
7,310.7,1398,687,2
7,310.7,1419,688,2
7,310.7,1194,689,2
7,311,1566,690,2
7,311.2,1433,691,2
7,312.3,1452,692,2
7,310.9,1497,693,2
7,312.9,1407,694,2
7,311.2,1649,695,2
7,312.3,1393,696,2
7,312.7,1419,697,2
7,314.2,1530,698,2
7,313.2,1262,699,2
7,311.8,1319,700,2
8,297.7,1442,701,2
8,297.6,1503,702,2
8,298.6,1376,703,2
8,299.4,1369,704,2
8,299.1,1488,705,2
8,298.7,1326,706,2
8,299,1359,707,2
8,299.3,1337,708,2
8,299.3,1485,709,2
8,299.3,1463,710,2
8,299.4,1377,711,2
8,299.3,1179,712,2
8,299.6,1242,713,2
8,300.3,1292,714,2
8,300.4,1363,715,2
8,300.3,1495,716,2
8,300.5,1534,717,2
8,301.1,1349,718,2
8,300.9,1381,719,2
8,301.1,1435,720,2
8,300.6,1517,721,2
8,301.7,1420,722,2
8,301.4,1325,723,2
8,301.9,1447,724,2
8,302.5,1387,725,2
8,302.2,1360,726,2
8,302.4,1132,727,2
8,301.7,1453,728,2
8,302.6,1453,729,2
8,302.9,1435,730,2
8,303,1218,731,2
8,302.8,1396,732,2
8,302.7,1379,733,2
8,302.8,1264,734,2
8,302.9,1448,735,2
8,302.8,1302,736,2
8,303.1,1345,737,2
8,303.8,1385,738,2
8,304.1,1509,739,2
8,305.1,1375,740,2
8,303.7,1521,741,2
8,304.1,1211,742,2
8,304.9,1475,743,2
8,304.3,1498,744,2
8,305.3,1252,745,2
8,304.4,1356,746,2
8,304.9,1485,747,2
8,305.5,1443,748,2
8,305.1,1429,749,2
8,304.8,1478,750,2
8,305.1,1404,751,2
8,306.4,1418,752,2
8,305.6,1490,753,2
8,306.4,1316,754,2
8,307.2,1457,755,2
8,307,1433,756,2
8,307.5,1449,757,2
8,305.8,1367,758,2
8,306.7,1357,759,2
8,307,1460,760,2
8,307,1508,761,2
8,306.3,1357,762,2
8,308.4,1326,763,2
8,307.7,1402,764,2
8,308,1469,765,2
8,307.7,1435,766,2
8,307.9,1440,767,2
8,308.1,1415,768,2
8,309.2,1406,769,2
8,309,1287,770,2
8,308.6,1439,771,2
8,309.1,1393,772,2
8,309.2,1339,773,2
8,309,1299,774,2
8,309.1,1370,775,2
8,309.8,1448,776,2
8,309.6,1437,777,2
8,310.2,1261,778,2
8,309.1,1307,779,2
8,310.3,1235,780,2
8,309.7,1123,781,2
8,310.4,1412,782,2
8,311.1,1539,783,2
8,310.3,1358,784,2
8,311,1161,785,2
8,311.1,1401,786,2
8,310.9,1379,787,2
8,311,1361,788,2
8,311.3,1409,789,2
8,312.1,1376,790,2
8,312,1349,791,2
8,311.3,1282,792,2
8,312.7,1325,793,2
8,311.1,1444,794,2
8,312,1485,795,2
8,311.6,1389,796,2
8,313.1,1528,797,2
8,312,1370,798,2
8,313.4,1435,799,2
8,312.6,1482,800,2
9,298.8,1508,801,2
9,297.9,1276,802,2
9,298.6,1322,803,2
9,298.2,1226,804,2
9,299.2,1519,805,2
9,298.9,1411,806,2
9,298.8,1537,807,2
9,299.4,1514,808,2
9,300,1494,809,2
9,299.1,1397,810,2
9,299.8,1409,811,2
9,300.4,1244,812,2
9,299.7,1443,813,2
9,300,1325,814,2
9,299.8,1447,815,2
9,300.3,1391,816,2
9,300.1,1399,817,2
9,300.7,1761,818,2
9,300.2,1512,819,2
9,301.5,1394,820,2
9,302.1,1501,821,2
9,300.8,1294,822,2
9,300.9,1423,823,2
9,301.3,1487,824,2
9,301.9,1525,825,2
9,302.5,1503,826,2
9,301.8,1452,827,2
9,302.3,1394,828,2
9,302.5,1423,829,2
9,302,1366,830,2
9,302.4,1490,831,2
9,302.5,1612,832,2
9,302.9,1346,833,2
9,303.8,1471,834,2
9,304.1,1311,835,2
9,302.6,1331,836,2
9,303.3,1322,837,2
9,303.4,1337,838,2
9,303.4,1451,839,2
9,304.6,1515,840,2
9,304.3,1458,841,2
9,304.5,1443,842,2
9,304.9,1309,843,2
9,304.6,1416,844,2
9,304.8,1471,845,2
9,304.5,1257,846,2
9,305,1356,847,2
9,304.7,1334,848,2
9,305.5,1460,849,2
9,305.1,1436,850,2
9,306.2,1412,851,2
9,306.3,1502,852,2
9,306.4,1262,853,2
9,307.5,1322,854,2
9,305.4,1244,855,2
9,306.6,1366,856,2
9,306.8,1439,857,2
9,306.5,1391,858,2
9,306.7,1379,859,2
9,306.7,1457,860,2
9,307.9,1427,861,2
9,308.3,1445,862,2
9,307.9,1407,863,2
9,307.5,1378,864,2
9,307.1,1292,865,2
9,308.1,1273,866,2
9,307.1,1412,867,2
9,307.2,1320,868,2
9,308.7,1448,869,2
9,308,1349,870,2
9,309.8,1400,871,2
9,308.1,1382,872,2
9,309,1450,873,2
9,309,1276,874,2
9,310.1,1415,875,2
9,310.4,1405,876,2
9,309.2,1473,877,2
9,309.3,1347,878,2
9,310.1,1338,879,2
9,310.1,1530,880,2
9,310.7,1517,881,2
9,310.1,1370,882,2
9,310.5,1544,883,2
9,310.5,1467,884,2
9,310.8,1490,885,2
9,310.8,1247,886,2
9,310.1,1372,887,2
9,311.8,1295,888,2
9,310.8,1355,889,2
9,311.8,1311,890,2
9,311.9,1411,891,2
9,311.7,1533,892,2
9,311.8,1360,893,2
9,312.3,1193,894,2
9,311.4,1293,895,2
9,312.5,1460,896,2
9,312.3,1374,897,2
9,313,1400,898,2
9,313.6,1362,899,2
9,313.7,1469,900,2
10,299.2,1344,901,2
10,298.2,1551,902,2
10,298.4,1364,903,2
10,298.8,1190,904,2
10,299.3,1301,905,2
10,299.2,1655,906,2
10,298.7,1548,907,2
10,299,1464,908,2
10,298.3,1389,909,2
10,299.5,1314,910,2
10,299.5,1446,911,2
10,300,1541,912,2
10,300.3,1334,913,2
10,299.8,1276,914,2
10,300.5,1536,915,2
10,300.6,1340,916,2
10,300.8,1455,917,2
10,300.8,1509,918,2
10,300.5,1472,919,2
10,302.1,1350,920,2
10,301.3,1461,921,2
10,301.3,1526,922,2
10,301.3,1278,923,2
10,302,1263,924,2
10,301.9,1658,925,2
10,302.4,1443,926,2
10,301.8,1411,927,2
10,302,1469,928,2
10,302.3,1454,929,2
10,302.7,1560,930,2
10,301.3,1438,931,2
10,302.7,1553,932,2
10,302.2,1455,933,2
10,302.7,1451,934,2
10,302.7,1372,935,2
10,304.3,1515,936,2
10,303.3,1247,937,2
10,304.6,1374,938,2
10,304.1,1280,939,2
10,304.5,1348,940,2
10,304.5,1535,941,2
10,304,1401,942,2
10,304.5,1289,943,2
10,304.9,1322,944,2
10,304.5,1319,945,2
10,305,1415,946,2
10,304.9,1482,947,2
10,305.1,1437,948,2
10,305.1,1287,949,2
10,305.4,1234,950,2
10,305.7,1580,951,2
10,305.8,1334,952,2
10,306,1173,953,2
10,305.6,1431,954,2
10,306.3,1494,955,2
10,306.3,1486,956,2
10,307.1,1232,957,2
10,306.8,1385,958,2
10,307.2,1533,959,2
10,306.9,1334,960,2
10,306.8,1430,961,2
10,307.8,1363,962,2
10,306.6,1494,963,2
10,307.7,1393,964,2
10,307,1292,965,2
10,307.7,1346,966,2
10,308.1,1459,967,2
10,308.3,1366,968,2
10,307.6,1364,969,2
10,307.9,1416,970,2
10,308.5,1417,971,2
10,308.7,1445,972,2
10,309.3,1550,973,2
10,309.5,1562,974,2
10,308.8,1386,975,2
10,309.4,1344,976,2
10,309.4,1447,977,2
10,310.2,1622,978,2
10,310.4,1520,979,2
10,310,1386,980,2
10,310.7,1503,981,2
10,309.6,1208,982,2
10,310.6,1488,983,2
10,310.7,1350,984,2
10,310.8,1396,985,2
10,309.9,1553,986,2
10,310.2,1497,987,2
10,310.6,1331,988,2
10,311.1,1311,989,2
10,311.4,1506,990,2
10,311.1,1459,991,2
10,311.1,1367,992,2
10,312.1,1403,993,2
10,312,1416,994,2
10,312.4,1447,995,2
10,311.5,1331,996,2
10,313.1,1257,997,2
10,313.1,1350,998,2
10,314.6,1462,999,2
10,313.3,1273,1000,2
11,297.8,1381,1001,2
11,296.7,1437,1002,2
11,298.1,1377,1003,2
11,298,1412,1004,2
11,298.4,1489,1005,2
11,297.6,1360,1006,2
11,297.5,1455,1007,2
11,296.4,1416,1008,2
11,298,1388,1009,2
11,298.3,1439,1010,2
11,297.5,1403,1011,2
11,297.5,1456,1012,2
11,297.4,1509,1013,2
11,298.9,1507,1014,2
11,298.5,1475,1015,2
11,298.2,1506,1016,2
11,297.1,1481,1017,2
11,298.5,1395,1018,2
11,298.8,1488,1019,2
11,298.8,1420,1020,2
11,298.5,1367,1021,2
11,297.9,1455,1022,2
11,298.1,1443,1023,2
11,298.9,1508,1024,2
11,299.6,1495,1025,2
11,299.1,1542,1026,2
11,298.4,1581,1027,2
11,300.2,1479,1028,2
11,297.8,1540,1029,2
11,298.6,1485,1030,2
11,297.8,1464,1031,2
11,297.5,1565,1032,2
11,296.8,1569,1033,2
11,297.3,1497,1034,2
11,298.3,1575,1035,2
11,299.1,1583,1036,2
11,297.3,1627,1037,2
11,296.6,1470,1038,2
11,299,1569,1039,2
11,297.4,1630,1040,2
11,297,1459,1041,2
11,300.7,1636,1042,2
11,297.6,1480,1043,2
11,298.5,1500,1044,2
11,298.3,1581,1045,2
11,298.4,1606,1046,2
11,297.6,1526,1047,2
11,296.9,1607,1048,2
11,297.5,1582,1049,2
11,299.1,1561,1050,2
11,297.5,1648,1051,2
11,299.2,1644,1052,2
11,298.5,1571,1053,2
11,297.8,1581,1054,2
11,297.7,1666,1055,2
11,298.4,1596,1056,2
11,299.9,1635,1057,2
11,299.2,1639,1058,2
11,298.6,1608,1059,2
11,298.7,1609,1060,2
11,298,1684,1061,2
11,297,1588,1062,2
11,298.9,1801,1063,2
11,298,1669,1064,2
11,298.6,1650,1065,2
11,297.8,1649,1066,2
11,296.8,1701,1067,2
11,297.6,1670,1068,2
11,297.4,1629,1069,2
11,297.2,1664,1070,2
11,298.3,1708,1071,2
11,297.6,1732,1072,3
11,299.4,1737,1073,3
11,297.6,1783,1074,3
11,297.6,1755,1075,3
11,298.3,1625,1076,3
11,296.3,1731,1077,3
11,298.5,1628,1078,3
11,299.7,1662,1079,3
11,298.3,1704,1080,3
11,296.2,1724,1081,3
11,299,1681,1082,3
11,296.9,1722,1083,3
11,297.5,1713,1084,3
